id,budget,genre,original_language,popularity,year,month,release_date,revenue,runtime,vote_average,vote_count,country
86829,11000000,Drama,en,10.838063,2013,10,2013/10/6,32935319,105,7.2,845,US
106646,100000000,Crime,en,16.382422,2013,12,2013/12/25,392000694,180,7.9,6768,US
204082,22000000,Action,en,9.896704,2013,11,2013/11/27,43058898,100,6.4,898,US
192136,35000000,Drama,en,11.318079,2013,12,2013/12/6,27330000,141,6.5,225,GB
152737,25000000,Comedy,en,6.954296,2013,12,2013/12/26,74188937,121,6.9,497,US
168672,40000000,Drama,en,16.478036,2013,12,2013/12/12,251171807,138,6.8,2868,US
116745,90000000,Adventure,en,8.684892,2013,12,2013/12/18,188133322,114,7,3213,US
152601,23000000,Romance,en,13.829515,2013,12,2013/12/18,47351251,126,7.9,4215,CN
193756,40000000,Action,en,10.855502,2013,12,2013/12/24,149295601,121,7.4,1549,US
140823,35000000,Comedy,en,15.130888,2013,11,2013/11/16,112544580,125,7.3,1256,AU
87516,30000000,Drama,en,7.882353,2013,11,2013/11/14,4861022,104,5.9,632,US
109443,50000000,Comedy,en,7.600751,2013,12,2013/12/18,173649015,119,6,940,US
110415,39200000,Action,ko,14.131906,2013,8,2013/8/1,86758912,126,6.7,2910,KR
82679,14000000,Comedy,en,6.891823,2012,10,2012/10/25,11417362,87,5.5,139,US
169881,32000000,Adventure,en,13.332387,2013,12,2013/12/25,57284237,155,7.2,365,DE
64807,40000000,Comedy,en,11.655588,2013,12,2013/12/25,44907260,113,6,437,US
227348,5000000,Horror,en,8.898523,2014,1,2014/1/1,86362372,84,5.2,455,US
191714,1000000,Drama,hi,10.766409,2013,9,2013/9/19,4235151,104,7.3,226,IN
245775,12000000,Drama,fr,4.726238,2014,1,2014/1/8,21026290,106,6.4,270,FR
153158,22000000,Animation,es,14.347931,2013,7,2013/7/18,24000000,106,6,127,AR
127560,18000000,Drama,en,6.099421,2013,12,2013/12/26,22309223,116,6.7,277,AU
118289,15000000,Drama,en,5.348746,2013,9,2013/9/19,21766271,113,5.3,180,SE
168530,25000000,Action,en,9.895752,2014,1,2014/1/7,153997819,99,6.1,867,US
137094,60000000,Action,en,11.234862,2014,1,2014/1/15,50549107,105,5.9,1194,RU
157350,85000000,Adventure,en,21.572585,2014,3,2014/3/14,288747895,139,6.9,4784,US
102207,50000000,Adventure,fr,10.409049,2012,4,2012/4/3,48600000,105,5,214,FR
79316,7000000,Horror,en,10.591125,2014,1,2014/1/8,36433975,89,4.4,218,US
217993,3500000,Animation,en,8.138622,2014,2,2014/2/2,5155325,79,7,234,US
126319,12516654,Animation,fr,7.225779,2012,12,2012/12/12,8109160,78,7.6,148,BE
100241,65000000,Horror,en,9.415817,2014,1,2014/1/22,71154592,92,5.1,701,US
130150,18000000,Drama,en,6.108646,2013,12,2013/12/27,20275812,111,6.7,306,US
157841,33000000,Adventure,en,6.839535,2013,10,2013/10/16,9494789,105,6.7,234,CA
152760,70000000,War,en,11.132411,2014,1,2014/1/24,154984035,118,5.8,1545,DE
137106,60000000,Adventure,en,16.418133,2014,2,2014/2/6,469160692,100,7.5,3127,US
97020,120000000,Action,en,10.246549,2014,1,2014/1/30,242688965,102,5.7,2385,CA
144336,35000000,Action,en,6.966505,2014,3,2014/3/28,17508518,110,5.5,560,US
157834,8500000,Drama,en,10.990614,2014,1,2014/1/2,770706,107,5.9,383,GB
226857,20000000,Drama,en,8.757277,2014,2,2014/2/12,34077920,103,6.7,555,US
137321,60000000,Drama,en,7.363527,2014,2,2014/2/13,30800231,118,6,501,US
157847,4000000,Drama,en,13.784411,2014,4,2014/4/11,2365467,118,6.5,346,US
222899,12500000,Comedy,en,9.543004,2014,2,2014/2/14,49002684,100,6,217,US
120467,30000000,Comedy,en,14.442048,2014,2,2014/2/26,174600318,99,8,4644,GB
225565,8000000,Comedy,en,8.060403,2014,1,2014/1/29,26049082,94,6.1,1020,US
157336,165000000,Adventure,en,32.213481,2014,11,2014/11/5,675120017,169,8.1,11187,CA
192102,28000000,Action,en,17.861119,2014,2,2014/2/14,52597999,113,6,896,FR
225574,50000000,Action,en,19.650229,2014,1,2014/1/26,222809600,106,6.8,2302,FR
53182,110000000,Action,en,12.904677,2014,3,2014/3/5,337580051,102,6.1,2438,US
82703,145000000,Animation,en,9.493838,2014,2,2014/2/7,272912430,92,6.7,861,US
97370,13300000,Thriller,en,6.707974,2014,3,2014/3/14,5380251,108,6,1118,GB
136797,66000000,Action,en,18.271383,2014,3,2014/3/13,203277636,130,6.1,1560,PH
242042,6000000,Comedy,en,5.939334,2014,2,2014/2/2,15071,90,6.3,210,US
177494,6000000,Comedy,en,7.510159,2014,3,2014/3/13,3485127,107,6.5,482,US
209403,9500000,Comedy,en,5.847166,2013,9,2013/9/6,7800000,88,6.4,335,US
192577,30000000,Animation,ja,7.857666,2013,9,2013/9/7,17137302,115,6.4,365,JP
100402,170000000,Action,en,18.717704,2014,3,2014/3/20,714766572,136,7.6,5881,US
86834,125000000,Drama,en,14.924487,2014,3,2014/3/20,362637473,139,5.5,2408,US
155084,5000000,Horror,en,9.067788,2014,4,2014/4/18,13809,93,6.2,355,US
188207,70000000,Action,en,6.599539,2014,1,2014/1/10,61279452,99,4.4,542,US
145220,50000000,Comedy,en,7.244956,2014,3,2014/3/20,80383290,112,6.2,318,US
190955,25500000,Thriller,en,14.934555,2013,8,2013/8/22,2415472,128,6,175,FR
193612,200000,Horror,en,6.322844,2014,4,2014/4/1,17834867,98,5.1,253,GB
200505,25000000,Drama,en,5.596449,2014,4,2014/4/11,28831145,109,6.5,309,US
180299,4500000,Action,id,8.434884,2014,3,2014/3/27,2627209,150,7.6,832,ID
102382,200000000,Action,en,26.23687,2014,4,2014/4/16,705717432,142,6.5,4274,US
157547,5000000,Horror,en,8.698043,2013,9,2013/9/8,44030246,104,6.3,1079,US
249660,17000000,Drama,en,6.097499,2014,3,2014/3/21,29789000,113,5.9,242,US
197796,33000000,Fantasy,fr,19.628834,2014,2,2014/2/12,49100000,112,5.8,669,FR
172385,103000000,Animation,en,8.18534,2014,3,2014/3/19,500188435,102,6.3,997,US
157353,100000000,Thriller,en,9.730176,2014,4,2014/4/16,103039258,119,5.9,2339,CN
236751,12000000,Drama,en,7.88371,2014,4,2014/4/16,101332962,99,6.1,234,US
193610,40000000,Comedy,en,9.389354,2014,4,2014/4/16,196781193,109,6.2,1467,US
254473,28000000,Action,en,7.482959,2014,4,2014/4/22,68896829,90,5.7,628,CA
210479,2000000,Drama,en,12.792394,2014,4,2014/4/10,4635300,85,6.9,780,GB
76649,130000000,Action,en,12.204174,2014,2,2014/2/18,117831631,105,5.2,1294,CA
195589,18000000,Comedy,en,11.90575,2014,5,2014/5/8,268157400,96,6.2,2773,US
205601,10900000,Drama,en,13.454169,2013,9,2013/9/8,16505460,105,7.2,230,GB
152599,16000000,Drama,en,6.985915,2013,7,2013/7/3,5867686,117,6.2,256,US
252680,5000000,Comedy,en,6.127302,2014,3,2014/3/25,10429707,98,5.5,122,US
240832,40000000,Action,en,36.447603,2014,7,2014/7/14,126546825,89,6.3,6048,FR
127585,250000000,Action,en,26.058586,2014,5,2014/5/15,747862775,131,7.5,6155,GB
124905,160000000,Action,en,14.019239,2014,5,2014/5/14,529076069,123,6.1,3232,JP
187596,15000000,Comedy,en,7.844705,2014,5,2014/5/2,59209,95,5.8,561,US
212778,11000000,Comedy,en,8.720309,2014,5,2014/5/8,45967935,114,7.2,1203,US
210947,318000,Horror,en,8.93232,2014,4,2014/4/4,121179,85,6.4,210,CA
232672,40000000,Comedy,en,10.395472,2014,5,2014/5/21,123494610,117,6.6,1028,US
198277,8000000,Comedy,en,10.289628,2013,9,2013/9/7,63464861,104,7.3,1285,US
102651,180000000,Fantasy,en,19.467404,2014,5,2014/5/28,758539785,97,7,4607,US
137113,178000000,Action,en,31.982986,2014,5,2014/5/27,370541256,113,7.6,4979,AU
177677,150000000,Action,en,17.836882,2015,7,2015/7/23,682330139,131,7.1,3274,CN
198185,25000000,Drama,en,9.453942,2014,5,2014/5/9,38307627,124,6.6,264,US
222935,12000000,Romance,en,16.274653,2014,5,2014/5/16,307166834,125,7.6,3868,US
209185,12700000,Comedy,en,15.108283,2014,5,2014/5/30,3430018,112,6.7,109,CA
227700,4357373,Thriller,en,10.860471,2013,10,2013/10/13,1200000,99,6.5,202,FR
187017,50000000,Crime,en,10.901496,2014,6,2014/6/5,188441614,112,7,3375,US
244088,6000000,Drama,it,7.217205,2014,1,2014/1/9,5809330,111,7.4,201,IT
156022,55000000,Thriller,en,17.618057,2014,9,2014/9/24,192330738,132,7.1,2997,US
82702,145000000,Fantasy,en,12.256689,2014,6,2014/6/12,609123048,102,7.6,3163,US
194662,18000000,Drama,en,18.193263,2014,8,2014/8/27,103215094,119,7.4,4657,US
87368,4141459,Drama,fr,5.109329,2011,6,2011/6/13,201607,87,5.6,103,FR
85350,4000000,Drama,en,6.430591,2014,6,2014/6/5,44349000,164,7.5,2008,US
184098,24000000,Comedy,en,7.576924,2014,6,2014/6/20,70181428,105,6.3,229,US
209451,40000000,Music,en,6.447072,2014,6,2014/6/5,67347013,134,6.8,257,US
91314,210000000,Science Fiction,en,18.495599,2014,6,2014/6/25,1091405097,165,5.8,3136,US
218836,50000000,Animation,en,7.579855,2014,7,2014/7/17,151165787,83,5.8,286,US
226486,20000000,Comedy,en,7.359522,2014,7,2014/7/2,100525432,97,5,508,US
242224,2000000,Drama,en,8.832788,2014,5,2014/5/22,6676471,93,6.5,1890,CA
267999,2200000,Drama,hu,6.313465,2014,6,2014/6/12,282358,121,6.6,105,HU
244786,3300000,Drama,en,64.29999,2014,10,2014/10/10,13092000,105,8.3,4376,US
210577,61000000,Mystery,en,154.801009,2014,10,2014/10/1,369330363,145,7.9,6023,US
119450,170000000,Science Fiction,en,75.385211,2014,6,2014/6/26,710644566,130,7.3,4511,US
123109,2900000,Horror,en,7.202832,2013,3,2013/3/9,74918,86,5.5,173,US
253235,18000000,Comedy,en,7.69684,2014,7,2014/7/20,25312387,94,5.7,166,US
225886,40000000,Comedy,en,27.470696,2014,7,2014/7/17,126069509,97,5.2,1733,US
238636,9000000,Horror,en,27.756026,2014,7,2014/7/17,108782847,104,6.6,2008,FR
118340,170000000,Action,en,53.291601,2014,7,2014/7/30,773328629,121,7.9,10014,GB
242095,4000000,Thriller,en,8.536786,2014,3,2014/3/15,600896,95,5.8,639,US
138103,90000000,Action,en,14.753545,2014,8,2014/8/4,206172544,127,6.1,1830,FR
184315,100000000,Action,en,19.606895,2014,7,2014/7/23,243400000,99,5.6,1707,US
157849,15000000,Thriller,en,10.432407,2014,7,2014/7/25,31554855,121,6.5,545,GB
231576,5500000,Drama,en,6.149295,2014,1,2014/1/18,5483299,120,6.4,304,US
238603,13000000,Family,en,12.412221,2014,6,2014/6/14,45300000,89,5.7,294,US
243683,45000000,Romance,en,8.588926,2014,7,2014/7/16,86165646,112,6.7,649,US
244566,2400000,Romance,en,5.486893,2014,8,2014/8/15,88273,90,5,235,US
157845,12250000,Crime,en,6.561373,2014,5,2014/5/18,2295423,103,6.1,295,AU
229297,16800000,Comedy,en,6.626077,2014,7,2014/7/25,51029361,97,6.5,749,GB
228194,22000000,Drama,en,14.466789,2014,8,2014/8/6,88880821,122,7.3,516,IN
98566,125000000,Science Fiction,en,22.337973,2014,8,2014/8/7,477200000,101,5.8,2677,US
227156,25000000,Drama,en,12.472206,2014,8,2014/8/11,66980456,94,6.4,1859,US
193893,17000000,Comedy,en,15.962793,2014,8,2014/8/13,136621271,104,6.4,1234,US
211067,4000000,Horror,en,5.350658,2013,9,2013/9/2,9221,99,5.6,139,US
189,65000000,Crime,en,20.623642,2014,8,2014/8/20,39407616,102,6.3,1314,US
249164,11000000,Drama,en,9.659244,2014,8,2014/8/21,78874843,106,7.3,1415,US
221902,7000000,Drama,fr,6.868022,2014,5,2014/5/21,6860853,95,6.8,327,IT
282813,6500000,Horror,en,9.312354,2014,12,2014/12/4,13865435,89,4.6,365,US
209189,12000000,Comedy,en,17.788579,2013,9,2013/9/14,265452,94,5.5,144,US
256274,5000000,Horror,en,10.846585,2014,8,2014/8/14,40100000,93,6.1,788,US
241848,5000000,Mystery,en,6.441964,2014,9,2014/9/17,2367161,99,6.5,661,US
204922,22000000,Mystery,en,14.921298,2014,9,2014/9/3,15447154,92,6.2,672,FR
216282,50000000,Action,en,9.092925,2014,8,2014/8/6,160602194,89,5.8,829,US
192145,28000000,Drama,en,8.808328,2013,9,2013/9/9,1749201,137,5.8,218,BE
254191,1000000,Horror,en,6.107378,2014,9,2014/9/12,9318,87,5.4,261,US
154400,12600000,Drama,en,11.695036,2014,9,2014/9/12,19054534,106,6.7,859,US
198663,34000000,Action,en,76.93789,2014,9,2014/9/10,348319861,113,7,5540,US
136835,13200000,Crime,en,24.644321,2014,9,2014/9/10,53830415,83,5.6,182,US
244506,1000000,Drama,en,11.153327,2014,10,2014/10/17,59744,117,6.7,395,US
169917,28000000,Crime,en,14.914924,2014,9,2014/9/18,53181600,113,6.2,1145,US
282296,5000000,Romance,en,11.127162,2014,9,2014/9/9,7527232,107,6.1,100,FR
264656,16000000,Western,en,7.375146,2014,5,2014/5/18,3442853,122,6.4,262,FR
254904,15000000,Crime,en,13.310556,2014,8,2014/8/27,32556119,108,6,645,GB
170687,60000000,Animation,en,11.563909,2014,9,2014/9/10,108255770,97,6.6,689,US
239678,19800000,Drama,en,11.313659,2014,9,2014/9/10,41296320,103,6.5,512,US
190859,58800000,War,en,19.228561,2014,12,2014/12/11,542307423,133,7.4,4600,US
246403,2800000,Comedy,en,6.820925,2014,9,2014/9/19,1826705,102,5.1,374,US
250546,6500000,Horror,en,23.242452,2014,10,2014/10/2,255273813,99,5.5,1588,US
49017,70000000,Horror,en,16.316318,2014,10,2014/10/1,215529201,92,6.2,2439,US
241254,18000000,Thriller,en,16.219485,2014,8,2014/8/22,266586800,93,4.6,218,US
206487,5500000,Science Fiction,en,10.524204,2014,8,2014/8/28,3000000,97,7.3,1971,AU
239571,26000000,Drama,en,8.196975,2014,10,2014/10/16,35926213,117,7.2,777,US
245891,20000000,Action,en,183.870374,2014,10,2014/10/22,88761661,101,7,5499,CA
205587,50000000,Drama,en,17.887943,2014,10,2014/10/8,83719388,141,7.2,1433,US
228150,68000000,War,en,36.713807,2014,10,2014/10/15,211817906,135,7.4,4028,GB
266285,10500000,Drama,da,8.253705,2014,5,2014/5/22,42070000,100,6.2,285,DK
239563,13000000,Comedy,en,13.655752,2014,10,2014/10/9,54837234,102,7.1,770,US
218778,28000000,Family,en,7.861004,2014,10,2014/10/8,100654149,81,6.1,502,US
218043,16000000,Thriller,en,11.519053,2014,10,2014/10/3,19682924,110,3.7,396,US
242512,5000000,Horror,en,13.288564,2014,10,2014/10/24,103590271,89,4.9,1006,JP
242582,8500000,Crime,en,21.277073,2014,10,2014/10/23,38697217,117,7.6,3475,US
177572,165000000,Adventure,en,213.849907,2014,10,2014/10/24,652105443,102,7.8,6289,US
236735,4000000,Mystery,es,11.127717,2014,9,2014/9/25,5169755,105,7.1,255,ES
228326,50000000,Romance,en,10.337994,2014,10,2014/10/1,97437106,95,7.3,778,MX
264660,15000000,Drama,en,14.14078,2015,1,2015/1/21,36869414,108,7.6,4862,GB
87492,24000000,Drama,en,8.10357,2014,5,2014/5/19,12096300,134,6.5,965,US
199534,8000000,Horror,en,6.842107,2013,8,2013/8/30,9630444,106,5.9,156,AU
77951,80000000,Animation,en,8.883866,2013,12,2013/12/18,126546518,87,5.2,136,AU
205596,14000000,History,en,31.59594,2014,11,2014/11/14,233555708,113,8,5895,GB
171274,20000000,Comedy,en,13.52638,2014,12,2014/12/25,11110975,148,6.5,852,US
131631,125000000,Science Fiction,en,147.098006,2014,11,2014/11/18,752100229,123,6.6,5767,US
147441,140000000,Adventure,en,16.320249,2014,12,2014/12/3,268031828,150,5.6,1957,ES
100042,40000000,Comedy,en,15.402597,2014,11,2014/11/12,169837010,110,5.4,1140,US
266856,15000000,Drama,en,11.85302,2014,11,2014/11/26,123726688,123,7.8,3403,GB
232679,15000000,Drama,en,6.617708,2014,8,2014/8/22,30127963,115,6.3,134,US
241771,7000000,Romance,en,6.293515,2014,9,2014/9/10,14618727,116,7,139,US
205775,100000000,Thriller,en,11.696923,2015,11,2015/11/20,93820758,122,6.5,1300,US
135397,150000000,Action,en,32.790475,2015,6,2015/6/9,1513528810,124,6.5,8842,US
227159,42000000,Comedy,en,20.903362,2014,11,2014/11/26,107670357,108,6.1,1575,US
270946,132000000,Family,en,22.201607,2014,11,2014/11/22,373552094,92,6.5,1375,US
253331,9000000,Drama,en,10.763583,2014,9,2014/9/6,21571189,121,6.5,119,US
256917,22500000,War,en,9.615664,2014,12,2014/12/25,15520023,112,6.8,439,AU
284293,5000000,Drama,en,8.823253,2014,12,2014/12/5,43884652,99,7.5,1126,US
116149,55000000,Family,en,15.686837,2014,11,2014/11/27,259207227,95,7,899,GB
294254,61000000,Action,en,41.225769,2015,9,2015/9/9,311256926,132,6.5,3148,US
246860,6600000,Drama,en,8.151346,2014,8,2014/8/20,1851517,124,6.7,267,DE
245916,5000000,Thriller,en,13.524048,2014,10,2014/10/9,2450846,112,6.6,359,US
122917,250000000,Action,en,31.718977,2014,12,2014/12/10,956019788,144,7.1,4884,NZ
273895,20000000,History,en,7.107071,2014,12,2014/12/25,66787908,127,7.4,835,GB
227306,65000000,Drama,en,10.543955,2014,12,2014/12/25,163442937,137,7.3,1437,US
252171,1000000,Horror,en,6.039895,2014,1,2014/1/19,395000,99,6.9,258,US
265177,4900000,Drama,en,14.876086,2014,5,2014/5/22,3494070,138,8.2,734,CA
241239,20000000,Crime,en,17.187708,2014,12,2014/12/30,12007070,125,6.5,550,AE
228970,15000000,Drama,en,11.209154,2014,12,2014/12/5,52501541,115,7,961,US
87093,10000000,Drama,en,7.412826,2014,12,2014/12/24,28883511,105,6.8,1236,CA
224141,50000000,Fantasy,en,9.580785,2014,12,2014/12/25,212902372,125,5.6,1688,US
228967,44000000,Action,en,14.526049,2014,12,2014/12/25,12342632,112,6.1,2340,US
207703,81000000,Crime,en,28.224212,2015,1,2015/1/29,414351546,130,7.6,6069,GB
181533,127000000,Adventure,en,19.539436,2014,12,2014/12/17,349424282,97,6.1,1893,GB
68737,95000000,Adventure,en,15.297821,2014,12,2014/12/12,114178613,102,5.2,980,CN
196867,65000000,Comedy,en,13.275529,2014,12,2014/12/19,133821816,119,6,472,US
297222,13000000,Comedy,hi,12.58752,2014,12,2014/12/18,120000000,153,7.7,262,IN
198184,49000000,Crime,en,30.206365,2015,3,2015/3/4,104399548,120,6.6,3124,MX
260346,48000000,Thriller,en,18.081483,2014,12,2014/12/16,325771424,109,6.1,2225,FR
201088,70000000,Crime,en,14.932368,2015,1,2015/1/13,17752940,133,5.1,842,US
87101,155000000,Science Fiction,en,30.188198,2015,6,2015/6/23,440603537,126,5.8,3677,US
288158,1000000,Thriller,en,6.942139,2014,12,2014/12/30,26501323,90,5,389,GB
54518,13000000,Documentary,en,5.892524,2011,2,2011/2/11,98441954,105,4.8,156,US
121734,10500000,Animation,es,11.003515,2012,8,2012/8/31,23000000,90,5.6,136,ES
270303,2000000,Horror,en,20.359336,2015,2,2015/2/4,14674076,100,6.6,1894,US
76341,150000000,Action,en,29.36178,2015,5,2015/5/13,378858340,120,7.3,9629,AU
280092,10000000,Drama,en,10.098792,2015,6,2015/6/4,104303851,97,6.3,1005,CA
140607,245000000,Action,en,31.626013,2015,12,2015/12/15,2068223624,136,7.5,7993,US
271969,100000000,Adventure,en,11.51021,2016,8,2016/8/17,94061311,125,5.3,642,US
68735,160000000,Action,en,12.572718,2016,5,2016/5/25,433677183,123,6.3,2325,CA
99861,280000000,Action,en,37.37942,2015,4,2015/4/22,1405403694,141,7.3,6908,US
166426,230000000,Adventure,en,133.82782,2017,5,2017/5/23,794191988,129,6.6,2814,US
102899,130000000,Science Fiction,en,26.882388,2015,7,2015/7/14,519311965,117,7,6029,US
166424,120000000,Action,en,17.246484,2015,8,2015/8/5,167977596,100,4.4,2322,US
293660,58000000,Action,en,187.860492,2016,2,2016/2/9,783112979,108,7.4,11444,US
283995,200000000,Action,en,185.330992,2017,4,2017/4/19,863416141,137,7.6,4858,US
271110,250000000,Adventure,en,145.882135,2016,4,2016/4/27,1153304495,147,7.1,7462,US
284052,165000000,Action,en,43.847654,2016,10,2016/10/25,677718395,115,7.1,5880,US
246655,178000000,Science Fiction,en,28.712522,2016,5,2016/5/18,543934787,144,6.4,4831,US
284276,7000000,Drama,en,10.197503,2014,9,2014/9/7,2360281,102,6.2,371,US
284536,25000000,Thriller,en,8.728556,2014,12,2014/12/25,39171130,111,5.7,550,US
210860,60000000,Comedy,en,10.241861,2015,1,2015/1/21,30418560,106,5.4,1078,US
216015,40000000,Drama,en,33.068431,2015,2,2015/2/11,571006128,125,5.2,3350,US
272693,8500000,Romance,en,8.592449,2015,2,2015/2/20,43528634,100,6.8,1372,US
227719,12000000,Science Fiction,en,9.363482,2015,1,2015/1/29,32248241,106,6.4,953,US
167073,11000000,Drama,en,7.991613,2015,10,2015/10/20,62076141,111,7.2,1235,CA
232572,8000000,Adventure,en,12.019571,2015,9,2015/9/2,35991087,104,5.7,266,US
283235,8000000,Drama,en,6.60913,2014,10,2014/10/9,1411927,112,6.8,240,US
308453,3500000,Drama,en,5.353826,2016,1,2016/1/22,615816,108,5.5,112,US
250124,2000000,Drama,en,14.986654,2015,8,2015/8/7,1477002,98,6.8,286,US
308639,700000,Crime,en,7.948581,2015,6,2015/6/19,17986781,103,7.2,698,US
72784,14000000,Thriller,en,14.443362,2014,10,2014/10/14,10076790,108,6.4,500,US
167810,2000000,Fantasy,en,6.640704,2015,4,2015/4/8,45431,95,5.8,228,US
320316,1816720,Comedy,it,3.782108,2015,1,2015/1/29,4541800,90,6,142,IT
273248,44000000,Crime,en,20.328822,2015,12,2015/12/25,155760117,167,7.6,4405,US
286565,12000000,Drama,en,9.662731,2015,6,2015/6/18,85512300,109,6.1,1997,US
252838,23000000,Comedy,en,12.21459,2015,1,2015/1/16,79799880,101,6.5,632,US
241251,4000000,Thriller,en,10.200398,2015,1,2015/1/23,52425855,91,4.1,1034,US
201085,55000000,Mystery,en,13.492684,2015,10,2015/10/13,74679822,119,6.4,1494,CA
243938,14000000,Comedy,en,6.575393,2015,2,2015/2/20,12314651,93,5,360,US
256591,50100000,Romance,en,10.035362,2015,2,2015/2/25,153962963,105,6.7,2588,US
228165,74000000,Animation,en,12.334689,2015,2,2015/2/5,311594032,93,5.7,733,US
234212,3000000,Thriller,en,9.234943,2015,2,2015/2/12,3387000,83,5,153,GB
268238,10000000,Drama,en,5.204474,2015,2,2015/2/26,85978266,122,6.3,277,GB
290764,11000000,Action,en,9.056173,2015,1,2015/1/15,593683,94,5.9,437,US
243940,3300000,Thriller,en,5.840554,2015,1,2015/1/29,64110728,83,5.1,517,US
239573,35000000,Comedy,en,10.24952,2015,3,2015/3/5,14431253,91,5,322,US
241554,50000000,Action,en,16.838145,2015,3,2015/3/11,71561644,114,6.3,1169,US
150689,95000000,Romance,en,19.801128,2015,3,2015/3/12,543514353,105,6.7,2426,GB
243688,35000000,Horror,en,15.968492,2015,5,2015/5/20,95437994,93,5,924,US
266647,150000000,Adventure,en,11.30428,2015,9,2015/9/24,128388320,111,5.9,979,US
252512,10000000,Comedy,en,9.42755,2015,4,2015/4/3,7587485,97,5.8,387,US
271674,15000000,Drama,en,5.02124,2014,11,2014/11/5,9104716,107,7.1,284,BE
262500,110000000,Adventure,en,27.887186,2015,3,2015/3/18,295238201,119,6.2,3921,US
230179,8500000,Action,en,6.911759,2014,9,2014/9/5,7500000,90,5.3,387,FI
228161,135000000,Fantasy,en,13.422713,2015,3,2015/3/18,368871007,94,6.8,1539,US
245703,18000000,Adventure,en,12.682927,2016,2,2016/2/18,6212282,112,6.2,705,US
266396,40000000,Action,en,11.429831,2015,2,2015/2/16,13644292,115,5.5,397,FR
255343,17000000,Thriller,en,12.543659,2014,10,2014/10/11,3758328,120,6.1,281,BE
168259,190000000,Action,en,27.275687,2015,4,2015/4/1,1506249360,137,7.3,4253,JP
277685,1000000,Horror,en,10.07817,2015,4,2015/4/17,62882090,82,5.5,1092,US
181283,50000000,Crime,en,17.608346,2015,3,2015/3/15,3324330,137,6.1,565,GB
257091,40000000,Comedy,en,8.178015,2015,3,2015/3/26,111811453,100,5.9,961,US
290864,25000000,Crime,cn,6.636514,2014,10,2014/10/31,129115,100,6.5,117,HK
244539,6700000,Comedy,en,6.502973,2014,1,2014/1/18,1430655,87,6.9,135,US
304357,11000000,Drama,en,11.61,2015,4,2015/4/10,61619773,120,7.3,454,GB
269148,20000000,Drama,fr,11.024334,2014,10,2014/10/15,151530,118,6.4,393,FR
158852,190000000,Adventure,en,22.296076,2015,5,2015/5/19,209154322,130,6.2,2904,US
256961,38000000,Action,en,17.02038,2015,4,2015/4/16,107597242,94,5,576,US
228205,34000000,Drama,en,10.264416,2015,4,2015/4/9,63013281,128,7.3,1083,US
293863,25000000,Fantasy,en,10.542026,2015,4,2015/4/16,65663276,112,7.4,2052,US
256924,10000000,Comedy,en,16.903373,2015,3,2015/3/19,10835752,107,6.6,187,US
309304,600000,Comedy,en,4.565414,2015,6,2015/6/4,7087452,78,6.1,143,US
250349,6000000,Comedy,fr,4.707275,2014,4,2014/4/30,14348529,98,5.8,217,FR
254128,110000000,Action,en,20.547925,2015,5,2015/5/27,470490832,114,6,3017,CA
249070,35000000,Action,en,10.721799,2015,8,2015/8/20,81967450,96,5.5,1183,ID
275601,18000000,Comedy,en,16.778946,2015,7,2015/7/10,41325328,100,5.6,273,US
254470,29000000,Comedy,en,15.862632,2015,5,2015/5/7,287506194,115,6.8,1997,US
258480,11800000,Romance,en,8.364201,2015,11,2015/11/20,40272135,118,7.3,1014,GB
254320,4000000,Thriller,en,11.223033,2015,10,2015/10/8,15656193,118,6.7,1340,FR
287424,4000000,Horror,en,12.020933,2015,5,2015/5/8,187112,95,5.2,604,CH
268920,35000000,Action,en,6.90658,2015,5,2015/5/8,51680201,87,5.4,659,US
171424,5000000,Action,en,9.336019,2014,9,2014/9/4,6833445,100,5,359,CA
286217,108000000,Drama,en,25.62993,2015,9,2015/9/30,630161890,141,7.6,7442,US
310593,13360000,Comedy,it,8.717661,2015,5,2015/5/20,2000000,118,6.7,625,GB
238713,65000000,Action,en,13.257467,2015,5,2015/5/6,235666219,120,6.9,2590,US
271718,35000000,Comedy,en,17.310647,2015,7,2015/7/17,140795793,125,5.9,1193,US
222936,37000000,Drama,en,8.451297,2015,5,2015/5/27,26250020,105,5.2,704,US
300168,65000000,Action,zh,5.462048,2015,2,2015/2/19,121545703,127,5.9,146,HK
188222,30000000,Comedy,en,14.013413,2015,6,2015/6/3,49263404,104,6.2,502,US
150540,175000000,Drama,en,23.985587,2015,6,2015/6/9,857611174,94,7.9,6737,US
131634,160000000,Action,en,26.628178,2015,11,2015/11/18,653428261,137,6.6,4117,DE
272878,20000000,Adventure,en,7.987747,2015,6,2015/6/26,43967255,111,6.8,282,US
257344,88000000,Action,en,21.14796,2015,7,2015/7/16,243637091,105,5.6,2564,US
262504,110000000,Adventure,en,18.386172,2016,3,2016/3/9,179246868,121,5.9,2064,US
259316,180000000,Adventure,en,41.051421,2016,11,2016/11/16,809342332,133,7.2,5612,GB
328111,75000000,Animation,en,11.01395,2016,6,2016/6/18,875457937,87,5.9,3536,US
256962,20000000,Comedy,en,11.946728,2015,4,2015/4/23,6485961,106,7,190,MX
238615,26000000,Science Fiction,en,25.301568,2015,7,2015/7/10,30523226,116,6.3,1122,US
302156,31500000,Action,en,10.038581,2016,4,2016/4/14,14708696,113,5.8,566,GB
